,Unnamed: 0,title,authors,firstAuthor,date,category,citationNumber,hIndex,impact,eid,authorEid,genders,gendersProbability
1751,1751,αVβ3-integrin routes herpes simplex virus to an entry pathway dependent on cholesterol-rich lipid rafts and dynamin2,Tatiana Gianni; Valentina Gatta; and Gabriella Campadelli-Fiume,Tatiana Gianni,December 21; 2010 ,Microbiology,47.0,-1,0,0,0.0,female,"{'male': 6.5790541157184634e-06, 'female': 0.9999934209458843}"
1752,1752,Recognition of tandem PxxP motifs as a unique Src homology 3-binding mode triggers pathogen-driven actin assembly,Olli Aitio; Maarit Hellman; Arunas Kazlauskas; Didier F. Vingadassalom; John M. Leong; Kalle Saksela; and Perttu Permi,Olli Aitio,December 14; 2010 ,Microbiology,37.0,18,"(319, 9, 35.44444444444444)",2-s2.0-78650748812,6603317068.0,male,"{'male': 1.0, 'female': 0.0}"
1753,1753,Microbial excavation of solid carbonates powered by P-type ATPase-mediated transcellular Ca2+ transport,Ferran Garcia-Pichel; Edgardo Ramírez-Reinat; and Qunjie Gao,Ferran Garcia-Pichel,December 14; 2010 ,Microbiology,38.0,48,"(314, 8, 39.25)",2-s2.0-78650736236,7004040579.0,male,"{'male': 0.9999998807907104, 'female': 1.1920928955078125e-07}"
1754,1754,Large-scale identification and translocation of type IV secretion substrates by Coxiella burnetii,Chen Chen; Simran Banga; Katja Mertens; Mary M. Weber; Ivana Gorbaslieva; Yunhao Tan; Zhao-Qing Luo; and James E. Samuel,Chen Chen,December 14; 2010 ,Microbiology,97.0,10,"(79, 2, 39.5)",2-s2.0-78650742007,11141532500.0,andy,"{'male': 0.9931650757789612, 'female': 0.006834924221038818}"
1755,1755,Trehalose-recycling ABC transporter LpqY-SugA-SugB-SugC is essential for virulence of Mycobacterium tuberculosis,Rainer Kalscheuer; Brian Weinrick; Usha Veeraraghavan; Gurdyal S. Besra; and William R. Jacobs Jr.,Rainer Kalscheuer,December 14; 2010 ,Microbiology,64.0,24,"(285, 6, 47.5)",2-s2.0-78650753476,6602372715.0,male,"{'male': 0.9918334484100342, 'female': 0.00816655158996582}"
1756,1756,Quorum sensing and a global regulator TsrA control expression of type VI secretion and virulence in Vibrio cholerae,Jun Zheng; Ok S. Shin; D. Ewen Cameron; and John J. Mekalanos,Jun Zheng,December 7; 2010 ,Microbiology,63.0,10,"(0, 0, 0)",2-s2.0-78650485610,55552511400.0,mostly_male,"{'male': 0.9977407455444336, 'female': 0.0022592544555664062}"
1757,1757,Comparative genomics of clinical and environmental Vibrio mimicus,Nur A. Hasan; Christopher J. Grim; Bradd J. Haley; Jongsik Chun; Munirul Alam; Elisa Taviani; Mozammel Hoq; A. Christine Munk; Elizabeth Saunders; Thomas S. Brettin; David C. Bruce; Jean F. Challacombe; J. Chris Detter; Cliff S. Han; Gary Xie; G. Balakrish Nair; Anwar Huq; and Rita R. Colwell,Nur A. Hasan,December 7; 2010 ,Microbiology,23.0,19,"(233, 3, 77.66666666666667)",2-s2.0-78650463454,15071525000.0,female,"{'male': 1.0, 'female': 0.0}"
1758,1758,Conserved mechanism for sensor phosphatase control of two-component signaling revealed in the nitrate sensor NarX,TuAnh Ngoc Huynh; Chris E. Noriega; and Valley Stewart,TuAnh Ngoc Huynh,December 7; 2010 ,Microbiology,45.0,7,"(0, 0, 0)",2-s2.0-78650506427,37061038900.0,unknown,"{'male': 0.9981162548065186, 'female': 0.0018837451934814453}"
1759,1759,HIV-1 viral infectivity factor interacts with TP53 to induce G2 cell cycle arrest and positively regulate viral replication,Taisuke Izumi; Katsuhiro Io; Masashi Matsui; Kotaro Shirakawa; Masanobu Shinohara; Yuya Nagai; Masahiro Kawahara; Masayuki Kobayashi; Hiroshi Kondoh; Naoko Misawa; Yoshio Koyanagi; Takashi Uchiyama; and Akifumi Takaori-Kondo,Taisuke Izumi,November 30; 2010 ,Microbiology,40.0,12,"(119, 4, 29.75)",2-s2.0-78650552132,57196648873.0,male,"{'male': 1.0, 'female': 0.0}"
1760,1760,RNA polymerase mutants found through adaptive evolution reprogram Escherichia coli for optimal growth in minimal media,Tom M. Conrad; Michael Frazier; Andrew R. Joyce; Byung-Kwan Cho; Eric M. Knight; Nathan E. Lewis; Robert Landick; and Bernhard Ø. Palsson,Tom M. Conrad,November 23; 2010 ,Microbiology,76.0,9,"(107, 1, 107.0)",2-s2.0-78650546051,24174121200.0,male,"{'male': 1.0, 'female': 0.0}"
1761,1761,Salmonella pathogenicity island 2 expression negatively controlled by EIIANtr–SsrB interaction is required for Salmonella virulence,Jeongjoon Choi; Dongwoo Shin; Hyunjin Yoon; Jiae Kim; Chang-Ro Lee; Minjeong Kim; Yeong-Jae Seok; and Sangryeol Ryu,Jeongjoon Choi,November 23; 2010 ,Microbiology,28.0,10,"(0, 0, 0)",2-s2.0-78650576503,22133599400.0,unknown,"{'male': 0.9991772770881653, 'female': 0.0008227229118347168}"
1762,1762,Spliced leader–based metatranscriptomic analyses lead to recognition of hidden genomic features in dinoflagellates,Senjie Lin; Huan Zhang; Yunyun Zhuang; Bao Tran; and John Gill,Senjie Lin,November 16; 2010 ,Microbiology,75.0,30,"(406, 13, 31.23076923076923)",2-s2.0-78650582054,7407162241.0,unknown,"{'male': 0.014409703202545643, 'female': 0.9855902967974544}"
1763,1763,Experimental human cytomegalovirus latency in CD14+ monocytes,Danna Hargett and Thomas E. Shenk,Danna Hargett,November 16; 2010 ,Microbiology,74.0,6,"(0, 0, 0)",2-s2.0-78650528833,6602311521.0,female,"{'male': 0.000646539032459259, 'female': 0.9993534609675407}"
1764,1764,Whole-genome sequencing and microarray analysis of ex vivo Plasmodium vivax reveal selective pressure on putative drug resistance genes,Neekesh V. Dharia; A. Taylor Bright; Scott J. Westenberger; S. Whitney Barnes; Serge Batalov; Kelli Kuhen; Rachel Borboa; Glenn C. Federe; Colleen M. McClean; Joseph M. Vinetz; Victor Neyra; Alejandro Llanos-Cuentas; John W. Barnwell; John R. Walker; and Elizabeth A. Winzeler,Neekesh V. Dharia,November 16; 2010 ,Microbiology,70.0,13,"(161, 2, 80.5)",2-s2.0-78650552144,26326229300.0,unknown,"{'male': 1.0, 'female': 0.0}"
1765,1765,Molecular mechanisms of retroviral integrase inhibition and the evolution of viral resistance,Stephen Hare; Ann M. Vos; Reginald F. Clayton; Jan W. Thuring; Maxwell D. Cummings; and Peter Cherepanov,Stephen Hare,November 16; 2010 ,Microbiology,173.0,17,"(297, 5, 59.4)",2-s2.0-78650533230,36794924600.0,male,"{'male': 0.999861478805542, 'female': 0.0001385211944580078}"
1766,1766,Massively parallel sequencing for monitoring genetic consistency and quality control of live viral vaccines,Alexander Neverov and Konstantin Chumakov,Alexander Neverov,November 16; 2010 ,Microbiology,34.0,10,"(21, 1, 21.0)",2-s2.0-78650545749,8909004800.0,male,"{'male': 1.0, 'female': 0.0}"
1767,1767,Assembly of a functional Machupo virus polymerase complex,Philip J. Kranzusch; Andreas D. Schenk; Amal A. Rahmeh; Sheli R. Radoshitzky; Sina Bavari; Thomas Walz; and Sean P. J. Whelan,Philip J. Kranzusch,November 16; 2010 ,Microbiology,37.0,19,"(51, 1, 51.0)",2-s2.0-78650537311,35102550400.0,male,"{'male': 1.0, 'female': 0.0}"
1768,1768,Molecular architecture of the vesicular stomatitis virus RNA polymerase,Amal A. Rahmeh; Andreas D. Schenk; Eric I. Danek; Philip J. Kranzusch; Bo Liang; Thomas Walz; and Sean P. J. Whelan,Amal A. Rahmeh,November 16; 2010 ,Microbiology,47.0,11,"(153, 3, 51.0)",2-s2.0-78650526378,6506044561.0,mostly_female,"{'male': 0.9999990463256836, 'female': 9.5367431640625e-07}"
1769,1769,Commensal bacteria play a role in mating preference of Drosophila melanogaster,Gil Sharon; Daniel Segal; John M. Ringo; Abraham Hefetz; Ilana Zilber-Rosenberg; and Eugene Rosenberg,Gil Sharon,November 16; 2010 ,Microbiology,316.0,11,"(118, 2, 59.0)",2-s2.0-84875272571,36904370900.0,male,"{'male': 0.9999996423721313, 'female': 3.5762786865234375e-07}"
1770,1770,Qualitative and quantitative assessment of meningococcal antigens to evaluate the potential strain coverage of protein-based vaccines,John Donnelly; Duccio Medini; Giuseppe Boccadifuoco; Alessia Biolchi; Joel Ward; Carl Frasch; E. Richard Moxon; Maria Stella; Maurizio Comanducci; Stefania Bambini; Alessandro Muzzi; William Andrews; Jie Chen; George Santos; Laura Santini; Philip Boucher; Davide Serruto; Mariagrazia Pizza; Rino Rappuoli; and Marzia Monica Giuliani,John Donnelly,November 9; 2010 ,Microbiology,177.0,-1,0,0,0.0,male,"{'male': 0.9998955726623535, 'female': 0.00010442733764648438}"
1771,1771,Identification of a receptor for an extinct virus,Steven J. Soll; Stuart J. D. Neil; and Paul D. Bieniasz,Steven J. Soll,November 9; 2010 ,Microbiology,14.0,7,"(260, 2, 130.0)",2-s2.0-78650587269,15833209800.0,male,"{'male': 1.0, 'female': 0.0}"
1772,1772,Hypoxia abrogates antichlamydial properties of IFN-γ in human fallopian tube cells in vitro and ex vivo,Anna Roth; Peter König; Ger van Zandbergen; Matthias Klinger; Thomas Hellwig-Bürgel; Walter Däubener; Michael K. Bohlmann; and Jan Rupp,Anna Roth,November 9; 2010 ,Microbiology,33.0,1,"(0, 0, 0)",2-s2.0-78650597332,56742392200.0,female,"{'male': 0.00011462702241260558, 'female': 0.9998853729775874}"
1773,1773,Giant virus with a remarkable complement of genes infects marine zooplankton,Matthias G. Fischer; Michael J. Allen; William H. Wilson; and Curtis A. Suttle,Matthias G. Fischer,November 9; 2010 ,Microbiology,165.0,8,"(0, 0, 0)",2-s2.0-78650627880,14633557300.0,male,"{'male': 0.9999996423721313, 'female': 3.5762786865234375e-07}"
1774,1774,Genome analysis of Bifidobacterium bifidum PRL2010 reveals metabolic pathways for host-derived glycan foraging,Francesca Turroni; Francesca Bottacini; Elena Foroni; Imke Mulder; Jae-Han Kim; Aldert Zomer; Borja Sánchez; Alessandro Bidossi; Alberto Ferrarini; Vanessa Giubellini; Massimo Delledonne; Bernard Henrissat; Pedro Coutinho; Marco Oggioni; Gerald F. Fitzgerald; David Mills; Abelardo Margolles; Denise Kelly; Douwe van Sinderen; and Marco Ventura,Francesca Turroni,November 9; 2010 ,Microbiology,184.0,32,"(796, 9, 88.44444444444444)",2-s2.0-78650609691,23475662300.0,female,"{'male': 1.1189429642399773e-05, 'female': 0.9999888105703576}"
1775,1775,The Vibrio cholerae type VI secretion system displays antimicrobial properties,Dana L. MacIntyre; Sarah T. Miyata; Maya Kitaoka; and Stefan Pukatzki,Dana L. MacIntyre,November 9; 2010 ,Microbiology,179.0,1,"(0, 0, 0)",2-s2.0-78650591211,37067775800.0,female,"{'male': 0.9999994039535522, 'female': 5.960464477539062e-07}"
1776,1776,High-throughput identification of compounds targeting influenza RNA-dependent RNA polymerase activity,Ching-Yao Su; Ting-Jen R. Cheng; Meng-I. Lin; Shi-Yun Wang; Wen-I. Huang; Shao-Ying Lin-Chu; Yu-Hou Chen; Chung-Yi Wu; Michael M. C. Lai; Wei-Chieh Cheng; Ying-Ta Wu; Ming-Daw Tsai; Yih-Shyun E. Cheng; and Chi-Huey Wong,Ching-Yao Su,November 9; 2010 ,Microbiology,60.0,7,"(60, 3, 20.0)",2-s2.0-78650606465,16305177800.0,unknown,"{'male': 1.0, 'female': 0.0}"
1777,1777,Vaccination with a synthetic peptide from the influenza virus hemagglutinin provides protection against distinct viral subtypes,Taia T. Wang; Gene S. Tan; Rong Hai; Natalie Pica; Lily Ngai; Damian C. Ekiert; Ian A. Wilson; Adolfo García-Sastre; Thomas M. Moran; and Peter Palese,Taia T. Wang,November 2; 2010 ,Microbiology,197.0,15,"(111, 2, 55.5)",2-s2.0-78649953803,7405562083.0,unknown,"{'male': 5.144937676959671e-05, 'female': 0.9999485506232304}"
1778,1778,An essential transcription factor; SciP; enhances robustness of Caulobacter cell cycle regulation,Meng How Tan; Jennifer B. Kozdon; Xiling Shen; Lucy Shapiro; and Harley H. McAdams,Meng How Tan,November 2; 2010 ,Microbiology,32.0,12,"(0, 0, 0)",2-s2.0-78650495029,55162812200.0,andy,"{'male': 0.9989049434661865, 'female': 0.0010950565338134766}"
1779,1779,Teichoic acids are temporal and spatial regulators of peptidoglycan cross-linking in Staphylococcus aureus,Magda L. Atilano; Pedro M. Pereira; James Yates; Patricia Reed; Helena Veiga; Mariana G. Pinho; and Sérgio R. Filipe,Magda L. Atilano,November 2; 2010 ,Microbiology,124.0,8,"(27, 1, 27.0)",2-s2.0-78650443576,15029741400.0,female,"{'male': 0.0002199523150920868, 'female': 0.9997800476849079}"
1780,1780,Inhibition of pathogen-induced apoptosis by a Coxiella burnetii type IV effector protein,Anja Lührmann; Catarina V. Nogueira; Kimberly L. Carey; and Craig R. Roy,Anja Lührmann,November 2; 2010 ,Microbiology,90.0,11,"(250, 1, 250.0)",2-s2.0-78650504636,22951213600.0,female,"{'male': 1.3221069821156561e-06, 'female': 0.9999986778930179}"
1781,1781,Bacillus anthracis produces membrane-derived vesicles containing biologically active toxins,Johanna Rivera; Radames J. B. Cordero; Antonio S. Nakouzi; Susana Frases; André Nicola; and Arturo Casadevall,Johanna Rivera,November 2; 2010 ,Microbiology,122.0,17,"(66, 5, 13.2)",2-s2.0-78650507281,7202308894.0,female,"{'male': 0.00012056465493515134, 'female': 0.9998794353450648}"
1782,1782,Ecosystem-specific selection pressures revealed through comparative population genomics,Maureen L. Coleman and Sallie W. Chisholm,Maureen L. Coleman,October 26; 2010 ,Microbiology,131.0,20,"(660, 3, 220.0)",2-s2.0-78649868522,8609100700.0,female,"{'male': 1.3302696970640682e-06, 'female': 0.9999986697303029}"
1783,1783,Development of the malaria parasite in the skin of the mammalian host,Pascale Gueirard; Joana Tavares; Sabine Thiberge; Florence Bernex; Tomoko Ishino; Genevieve Milon; Blandine Franke–Fayard; Chris J. Janse; Robert Ménard; and Rogerio Amino,Pascale Gueirard,October 26; 2010 ,Microbiology,67.0,17,"(295, 3, 98.33333333333333)",2-s2.0-78649808522,6603595975.0,female,"{'male': 0.0003307582519482821, 'female': 0.9996692417480517}"
1784,1784,Clostridium thermocellum cellulosomal genes are regulated by extracytoplasmic polysaccharides via alternative sigma factors,Yakir Nataf; Liat Bahari; Hamutal Kahel-Raifer; Ilya Borovok; Raphael Lamed; Edward A. Bayer; Abraham L. Sonenshein; and Yuval Shoham,Yakir Nataf,October 26; 2010 ,Microbiology,56.0,6,"(50, 1, 50.0)",2-s2.0-78649889018,25958310000.0,male,"{'male': 0.9999516010284424, 'female': 4.839897155761719e-05}"
1785,1785,Dual selection mechanisms drive efficient single-gene reverse genetics for rotavirus,Shane D. Trask; Zenobia F. Taraporewala; Karl W. Boehme; Terence S. Dermody; and John T. Patton,Shane D. Trask,October 26; 2010 ,Microbiology,39.0,10,"(151, 2, 75.5)",2-s2.0-78649809519,15057100300.0,male,"{'male': 0.07632798701524734, 'female': 0.9236720129847527}"
1786,1786,Electrical transport along bacterial nanowires from Shewanella oneidensis MR-1,Mohamed Y. El-Naggar; Greg Wanger; Kar Man Leung; Thomas D. Yuzvinsky; Gordon Southam; Jun Yang; Woon Ming Lau; Kenneth H. Nealson; and Yuri A. Gorby,Mohamed Y. El-Naggar,October 19; 2010 ,Microbiology,257.0,15,"(129, 4, 32.25)",2-s2.0-80051915525,24331445500.0,male,"{'male': 1.0, 'female': 0.0}"
1787,1787,Bifidobacterium animalis subsp. lactis fermented milk product reduces inflammation by altering a niche for colitogenic microbes,Patrick Veiga; Carey Ann Gallini; Chloé Beal; Monia Michaud; Mary L. Delaney; Andrea DuBois; Artem Khlebnikov; Johan E.T. van Hylckama Vlieg; Shivesh Punit; Jonathan N. Glickman; Andrew Onderdonk; Laurie H. Glimcher; and Wendy S. Garrett,Patrick Veiga,October 19; 2010 ,Microbiology,109.0,15,"(35, 2, 17.5)",2-s2.0-78650720694,8619472200.0,male,"{'male': 0.9999991655349731, 'female': 8.344650268554688e-07}"
1788,1788,Bacterial Na+-translocating ferredoxin:NAD+ oxidoreductase,Eva Biegel and Volker Müller,Eva Biegel,October 19; 2010 ,Microbiology,126.0,8,"(75, 2, 37.5)",2-s2.0-78149247216,23018175000.0,female,"{'male': 0.0008478023810312152, 'female': 0.9991521976189688}"
1789,1789,Circadian CLOCK histone acetyl transferase localizes at ND10 nuclear bodies and enables herpes simplex virus gene expression,Maria Kalamvoki and Bernard Roizman,Maria Kalamvoki,October 12; 2010 ,Microbiology,51.0,13,"(52, 3, 17.333333333333332)",2-s2.0-78049294795,8325978200.0,female,"{'male': 4.715790510090301e-06, 'female': 0.9999952842094899}"
1790,1790,Dissemination of invasive Salmonella via bacterial-induced extrusion of mucosal epithelia,Leigh A. Knodler; Bruce A. Vallance; Jean Celli; Seth Winfree; Bryan Hansen; Marinieve Montero; and Olivia Steele-Mortimer,Leigh A. Knodler,October 12; 2010 ,Microbiology,152.0,36,"(338, 5, 67.6)",2-s2.0-78049257929,6701796126.0,mostly_female,"{'male': 0.07530040293931961, 'female': 0.9246995970606804}"
1791,1791,Secretion of a bacterial virulence factor is driven by the folding of a C-terminal segment,Janine H. Peterson; Pu Tian; Raffaele Ieva; Nathalie Dautin; and Harris D. Bernstein,Janine H. Peterson,October 12; 2010 ,Microbiology,65.0,10,"(0, 0, 0)",2-s2.0-78049313288,7403426183.0,female,"{'male': 1.3882036853374302e-07, 'female': 0.9999998611796315}"
1792,1792,Organization and coordinated assembly of the type III secretion export apparatus,Samuel Wagner; Lisa Königsmaier; María Lara-Tejero; Matthew Lefebre; Thomas C. Marlovits; and Jorge E. Galán,Samuel Wagner,October 12; 2010 ,Microbiology,60.0,17,"(305, 5, 61.0)",2-s2.0-78049282477,16481669500.0,male,"{'male': 0.9999966621398926, 'female': 3.337860107421875e-06}"
1793,1793,Deletion of the Cel48S cellulase from Clostridium thermocellum,Daniel G. Olson; Shital A. Tripathi; Richard J. Giannone; Jonathan Lo; Nicky C. Caiazza; David A. Hogsett; Robert L. Hettich; Adam M. Guss; Genia Dubrovsky; and Lee R. Lynd,Daniel G. Olson,October 12; 2010 ,Microbiology,72.0,18,"(0, 0, 0)",2-s2.0-78049278939,36603172300.0,male,"{'male': 1.0, 'female': 0.0}"
1794,1794,Periplasmic domain of the sensor-kinase BvgS reveals a new paradigm for the Venus flytrap mechanism,Julien Herrou; Coralie Bompard; René Wintjens; Elian Dupré; Eve Willery; Vincent Villeret; Camille Locht; Rudy Antoine; and Françoise Jacob-Dubuisson,Julien Herrou,October 5; 2010 ,Microbiology,29.0,13,"(18, 1, 18.0)",2-s2.0-78049264794,22134980800.0,male,"{'male': 0.9164333939552307, 'female': 0.08356660604476929}"
1795,1795,The Listeria monocytogenes InlC protein interferes with innate immune responses by targeting the IκB kinase subunit IKKα,Edith Gouin; Minou Adib-Conquy; Damien Balestrino; Marie-Anne Nahori; Véronique Villiers; Frédéric Colland; Shaynoor Dramsi; Olivier Dussurget; and Pascale Cossart,Edith Gouin,October 5; 2010 ,Microbiology,54.0,-1,0,0,0.0,female,"{'male': 0.002076069824397564, 'female': 0.9979239301756024}"
1796,1796,Dengue virus nonstructural protein 3 redistributes fatty acid synthase to sites of viral replication and increases cellular fatty acid synthesis,Nicholas S. Heaton; Rushika Perera; Kristi L. Berger; Sudip Khadka; Douglas J. LaCount; Richard J. Kuhn; and Glenn Randall,Nicholas S. Heaton,October 5; 2010 ,Microbiology,207.0,18,"(371, 3, 123.66666666666667)",2-s2.0-77958100661,26635158200.0,male,"{'male': 1.0, 'female': 0.0}"
1797,1797,Rigid amphipathic fusion inhibitors; small molecule antiviral compounds against enveloped viruses,Mireille R. St.Vincent; Che C. Colpitts; Alexey V. Ustinov; Muhammad Muqadas; Michael A. Joyce; Nicola L. Barsby; Raquel F. Epand; Richard M. Epand; Stanislav A. Khramyshev; Olga A. Valueva; Vladimir A. Korshun; D. Lorne J. Tyrrell; and Luis M. Schang,Mireille R. St.Vincent,October 5; 2010 ,Microbiology,66.0,2,"(0, 0, 0)",2-s2.0-78049306063,56197059400.0,female,"{'male': 6.581688527518281e-10, 'female': 0.9999999993418311}"
1798,1798,Inducible expression eliminates the fitness cost of vancomycin resistance in enterococci,Marie-Laure Foucault; Florence Depardieu; Patrice Courvalin; and Catherine Grillot-Courvalin,Marie-Laure Foucault,September 28; 2010 ,Microbiology,68.0,4,"(90, 2, 45.0)",2-s2.0-78049295976,26634910200.0,unknown,"{'male': 3.824180021183565e-05, 'female': 0.9999617581997882}"
1799,1799,Cell adhesion-dependent membrane trafficking of a binding partner for the ebolavirus glycoprotein is a determinant of viral entry,Derek Dube; Kathryn L. Schornberg; Charles J. Shoemaker; Sue E. Delos; Tzanko S. Stantchev; Kathleen A. Clouse; Christopher C. Broder; and Judith M. White,Derek Dube,September 21; 2010 ,Microbiology,21.0,5,"(184, 4, 46.0)",2-s2.0-78049274849,57197936709.0,male,"{'male': 1.0, 'female': 0.0}"
1800,1800,Dual stage synthesis and crucial role of cytoadherence-linked asexual gene 9 in the surface expression of malaria parasite var proteins,Suchi Goel; Manojkumar Valiyaveettil; Rajeshwara N. Achur; Atul Goyal; Denise Mattei; Ali Salanti; Katharine R. Trenholme; Donald L. Gardiner; and D. Channe Gowda,Suchi Goel,September 21; 2010 ,Microbiology,14.0,7,"(53, 3, 17.666666666666668)",2-s2.0-78049276726,15131888300.0,unknown,"{'male': 1.7215115803992376e-05, 'female': 0.999982784884196}"
1801,1801,Identification of a gene essential for protoporphyrinogen IX oxidase activity in the cyanobacterium Synechocystis sp. PCC6803,Kazushige Kato; Ryouichi Tanaka; Shinsuke Sano; Ayumi Tanaka; and Hideo Hosaka,Kazushige Kato,September 21; 2010 ,Microbiology,28.0,1,"(0, 0, 0)",2-s2.0-78049279741,55483546800.0,male,"{'male': 1.0, 'female': 0.0}"
1802,1802,A Trojan horse mechanism of bacterial pathogenesis against nematodes,Qiuhong Niu; Xiaowei Huang; Lin Zhang; Jianping Xu; Dongmei Yang; Kangbi Wei; Xuemei Niu; Zhiqiang An; Joan Wennstrom Bennett; Chenggang Zou; Jinkui Yang; and Ke-Qin Zhang,Qiuhong Niu,September 21; 2010 ,Microbiology,60.0,10,"(40, 1, 40.0)",2-s2.0-78049280196,8578439200.0,unknown,"{'male': 0.9988264441490173, 'female': 0.001173555850982666}"
1803,1803,Imaging mass spectrometry of intraspecies metabolic exchange revealed the cannibalistic factors of Bacillus subtilis,Wei-Ting Liu; Yu-Liang Yang; Yuquan Xu; Anne Lamsa; Nina M. Haste; Jane Y. Yang; Julio Ng; David Gonzalez; Craig D. Ellermeier; Paul D. Straight; Pavel A. Pevzner; Joe Pogliano; Victor Nizet; Kit Pogliano; and Pieter C. Dorrestein,Wei-Ting Liu,September 14; 2010 ,Microbiology,101.0,25,"(271, 4, 67.75)",2-s2.0-77957977117,26435985400.0,andy,"{'male': 0.6806272268295288, 'female': 0.3193727731704712}"
1804,1804,Membrane-shaping host reticulon proteins play crucial roles in viral RNA replication compartment formation and function,Arturo Diaz; Xiaofeng Wang; and Paul Ahlquist,Arturo Diaz,September 14; 2010 ,Microbiology,84.0,11,"(58, 1, 58.0)",2-s2.0-77958004276,57197198776.0,male,"{'male': 0.9999959468841553, 'female': 4.0531158447265625e-06}"
1805,1805,Genome mining and genetic analysis of cypemycin biosynthesis reveal an unusual class of posttranslationally modified peptides,Jan Claesen and Mervyn Bibb,Jan Claesen,September 14; 2010 ,Microbiology,55.0,8,"(0, 0, 0)",2-s2.0-77958012949,36097681800.0,male,"{'male': 0.37827068567276, 'female': 0.62172931432724}"
1806,1806,Preference of RIG-I for short viral RNA molecules in infected cells revealed by next-generation sequencing,Alina Baum; Ravi Sachidanandam; and Adolfo García-Sastre,Alina Baum,September 14; 2010 ,Microbiology,204.0,6,"(0, 0, 0)",2-s2.0-79952606468,35104303900.0,female,"{'male': 7.96946624177508e-05, 'female': 0.9999203053375822}"
1807,1807,Tracking; tuning; and terminating microbial physiology using synthetic riboregulators,Jarred M. Callura; Daniel J. Dwyer; Farren J. Isaacs; Charles R. Cantor; and James J. Collins,Jarred M. Callura,September 7; 2010 ,Microbiology,99.0,4,"(0, 0, 0)",2-s2.0-77957679279,18133599300.0,male,"{'male': 1.0, 'female': 0.0}"
1808,1808,Disruption of HDAC/CoREST/REST repressor by dnREST reduces genome silencing and increases virulence of herpes simplex virus,Te Du; Guoying Zhou; Shaniya Khan; Haidong Gu; and Bernard Roizman,Te Du,September 7; 2010 ,Microbiology,39.0,10,"(0, 0, 0)",2-s2.0-77957670263,36571733900.0,andy,"{'male': 0.06741596758365631, 'female': 0.9325840324163437}"
1809,1809,Structure-based modeling of the functional HIV-1 intasome and its inhibition,Lavanya Krishnan; Xiang Li; Hema L. Naraharisetty; Stephen Hare; Peter Cherepanov; and Alan Engelman,Lavanya Krishnan,September 7; 2010 ,Microbiology,139.0,7,"(21, 1, 21.0)",2-s2.0-77957670046,55390538700.0,unknown,"{'male': 1.1695612556650303e-05, 'female': 0.9999883043874433}"
1810,1810,Heterodimeric integrin complexes containing β1-integrin promote internalization and lethality of anthrax toxin,Mikhail Martchenko; Sun-Young Jeong; and Stanley N. Cohen,Mikhail Martchenko,August 31; 2010 ,Microbiology,38.0,-1,0,0,0.0,male,"{'male': 0.9999459981918335, 'female': 5.4001808166503906e-05}"
1811,1811,Humanized nonobese diabetic-scid IL2rγnull mice are susceptible to lethal Salmonella Typhi infection,Stephen J. Libby; Michael A. Brehm; Dale L. Greiner; Leonard D. Shultz; Michael McClelland; Kelly D. Smith; Brad T. Cookson; Joyce E. Karlinsey; Traci L. Kinkel; Steffen Porwollik; Rocio Canals; Lisa A. Cummings; and Ferric C. Fang,Stephen J. Libby,August 31; 2010 ,Microbiology,75.0,-1,0,0,0.0,male,"{'male': 1.0, 'female': 0.0}"
1812,1812,Mutagenic potency of Helicobacter pylori in the gastric mucosa of mice is determined by sex and duration of infection,Alexander Sheh; Chung Wei Lee; Kenichi Masumura; Barry H. Rickman; Takehiko Nohmi; Gerald N. Wogan; James G. Fox; and David B. Schauer,Alexander Sheh,August 24; 2010 ,Microbiology,21.0,7,"(0, 0, 0)",2-s2.0-77956992674,14527866000.0,male,"{'male': 0.9999996423721313, 'female': 3.5762786865234375e-07}"
1813,1813,A small RNA promotes siderophore production through transcriptional and metabolic remodeling,Hubert Salvail; Pascale Lanthier-Bourbonnais; Jason Michael Sobota; Mélissa Caza; Julie-Anna M. Benjamin; Martha Eugènia Sequeira Mendieta; François Lépine; Charles M. Dozois; James Imlay; and Eric Massé,Hubert Salvail,August 24; 2010 ,Microbiology,53.0,6,"(0, 0, 0)",2-s2.0-77957015946,16231226900.0,male,"{'male': 1.0, 'female': 0.0}"
1814,1814,Trimethylguanosine capping selectively promotes expression of Rev-dependent HIV-1 RNAs,Venkat S. R. K. Yedavalli and Kuan-Teh Jeang,Venkat S. R. K. Yedavalli,August 17; 2010 ,Microbiology,36.0,22,"(367, 6, 61.166666666666664)",2-s2.0-77957039757,6603053420.0,male,"{'male': 1.0, 'female': 0.0}"
1815,1815,Adaptation to herbivory by the Tammar wallaby includes bacterial and glycoside hydrolase profiles different from other herbivores,P. B. Pope; S. E. Denman; M. Jones; S. G. Tringe; K. Barry; S. A. Malfatti; A. C. McHardy; J.-F. Cheng; P. Hugenholtz; C. S. McSweeney; and M. Morrison,P. B. Pope,August 17; 2010 ,Microbiology,117.0,16,"(108, 2, 54.0)",2-s2.0-77957093212,35076440900.0,unknown,"{'male': 1.0, 'female': 0.0}"
